380437284	1_Red_Minutes	O
156132	O	O
IMGCTTW	O	O
CT	O	Modality
THORAX	O	Anatomy
W	O	O
CONTRAST	O	O
EXAM	O	O
:	O	O
CT	O	Modality
Thorax	O	Anatomy
with	O	O
contrast	O	O
3/28/2011	O	O
3:47	O	O
PM	O	O
IMPRESSION	O	O
:	O	O
NONDISPLACED	1_Red_Minutes	O
RIGHT	1_Red_Minutes	Anatomy_Modifier
ANTEROLATERAL	1_Red_Minutes	Anatomy_Modifier
EIGHTH	1_Red_Minutes	O
RIB	1_Red_Minutes	Anatomy
FRACTURE	1_Red_Minutes	Observation
.	O	O
CLINICAL	O	O
HISTORY	O	O
:	O	O
44	O	O
y/o	O	O
woman	O	O
s/p	O	O
fall	O	O
on	O	O
right	O	Anatomy_Modifier
anterolateral	O	Anatomy_Modifier
thorax	O	Anatomy
1	O	O
week	O	O
ago	O	O
,	O	O
with	O	O
persistent	O	O
pain	O	O
,	O	O
and	O	O
CXR	O	O
with	O	O
RLL	O	O
mass	O	Observation
--	O	O
please	O	O
eval	O	O
.	O	O
Previous	O	O
CT	O	Modality
from	O	O
2006	O	O
shows	O	O
cystic	O	Observation_Modifier
lesion	O	Observation
RLL	O	O
--	O	O
current	O	O
LARGE	O	Observation_Modifier
CIRCUMSCRIBED	O	Observation_Modifier
HOMOGENOUS	O	O
SIMPLE	O	Observation_Modifier
FLUID	O	Observation_Modifier
ATTENUATION	O	Observation_Modifier
LESION	O	Observation
WHICH	O	O
APPEARS	O	O
TO	O	O
ARISE	O	O
FROM	O	O
THE	O	O
DIAPHRAGMATIC	O	Observation_Modifier
PLEURAL	O	Anatomy
SURFACE	O	O
OF	O	O
THE	O	O
RIGHT	O	Anatomy_Modifier
mass	O	Observation
is	O	O
enlarged	O	Observation_Modifier
.	O	O
LOWER	O	Anatomy
LOBE	O	Anatomy
.	O	O
LESION	O	Observation
PRESENTLY	O	O
MEASURES	O	O
53-MM	O	Observation_Modifier
X	O	Observation_Modifier
43-MM	O	Observation_Modifier
-LRB-	O	O
PREVIOUSLY	O	O
35-MM	O	O
X	O	O
31-MM	O	O
AT	O	O
TIME	O	O
OF	O	O
THE	O	O
SEPTEMBER	O	O
2006	O	O
STUDY	O	O
-RRB-	O	O
.	O	O
DESPITE	O	O
INTERVAL	O	O
COMPARISON	O	O
:	O	O
Prior	O	O
studies	O	O
dating	O	O
to	O	O
April	O	O
1	O	O
,	O	O
2005	O	O
GROWTH	O	O
,	O	O
CT	3_Yellow_Days	Modality
FEATURES	3_Yellow_Days	O
FAVOR	3_Yellow_Days	O
BENIGN	3_Yellow_Days	O
ETIOLOGY	3_Yellow_Days	O
.	O	O
TECHNIQUE	O	O
:	O	O
Volumetric	O	O
acquisition	O	O
was	O	O
obtained	O	O
from	O	O
the	O	O
lung	O	Anatomy
apex	O	Anatomy_Modifier
through	O	O
the	O	O
upper	O	Anatomy_Modifier
abdomen	O	Anatomy
following	O	O
intravenous	O	O
administration	O	O
of	O	O
SEVERAL	O	O
STABLE	O	Observation_Modifier
SUB	O	Observation_Modifier
4-MM	O	Observation_Modifier
PULMONARY	O	Anatomy
NODULES	O	Observation
.	O	O
NO	O	Uncertainty
NEW	O	Observation_Modifier
NODULES	O	Observation
IDENTIFIED	O	O
.	O	O
contrast	O	O
-LRB-	O	O
80	O	O
mL	O	O
Omnipaque	O	O
350	O	O
-RRB-	O	O
.	O	O
Data	O	O
were	O	O
reconstructed	O	O
at	O	O
contiguous	O	O
1.25	O	O
