380437284	1_Red_Minutes	CD	380437284	P	B	0.0000	O
156132	O	CD	156132	P	B	0.0000	O
IMGCTTW	O	NN	imgcttw	P	B	0.0000	O
CT	O	NNP	ct	P	B	0.0000	Modality
THORAX	O	NNP	thorax	P	I	0.0000	Anatomy
W	O	NNP	w	P	I	0.0000	O
CONTRAST	O	NNP	contrast	P	E	0.0000	Observation
EXAM	O	NN	exam	P	B	0.0000	O
:	O	:	:	P	I	0.0000	O
CT	O	NNP	ct	P	I	0.0000	Modality
Thorax	O	NNP	thorax	P	I	0.0000	Anatomy
with	O	IN	with	P	I	0.2104	O
contrast	O	NN	contrast	P	I	0.9260	O
3/28/2011	O	CD	3/28/2011	P	I	0.0000	O
3:47	O	CD	3:47	P	I	0.0000	O
PM	O	NNP	pm	P	I	0.0000	O
IMPRESSION	O	NNP	impress	P	I	0.0000	O
:	O	:	:	P	I	0.0000	O
NONDISPLACED	1_Red_Minutes	NNP	nondisplac	P	I	0.0000	O
RIGHT	1_Red_Minutes	NNP	right	P	I	0.0000	Anatomy
ANTEROLATERAL	1_Red_Minutes	NNP	anterolater	P	I	0.0000	Anatomy_Modifier
EIGHTH	1_Red_Minutes	NNP	eighth	P	I	0.0000	O
RIB	1_Red_Minutes	NN	rib	P	I	0.0000	Anatomy
FRACTURE	1_Red_Minutes	NN	fractur	P	I	0.0000	Observation
.	O	.	.	P	E	0.0000	O
CLINICAL	O	JJ	clinic	P	B	0.0000	O
HISTORY	O	NN	histori	P	I	0.0000	O
:	O	:	:	P	I	0.0000	O
44	O	CD	44	P	I	0.0000	O
y/o	O	NN	y/o	P	I	1.5937	O
woman	O	NN	woman	P	I	1.8851	O
s/p	O	JJ	s/p	P	I	1.2648	O
fall	O	NN	fall	P	I	1.7998	O
on	O	IN	on	P	I	0.4088	O
right	O	JJ	right	P	I	0.3076	Anatomy
anterolateral	O	JJ	anterolater	P	I	2.6419	Anatomy_Modifier
thorax	O	NN	thorax	P	I	1.5889	Anatomy
1	O	CD	1	P	I	0.0000	O
week	O	NN	week	P	I	2.5970	O
ago	O	RB	ago	P	I	1.8778	O
,	O	,	,	P	I	0.0000	O
with	O	IN	with	P	I	0.2104	O
persistent	O	JJ	persist	P	I	1.4295	O
pain	O	NN	pain	P	I	0.7787	O
,	O	,	,	P	I	0.0000	O
and	O	CC	and	P	I	0.0845	O
CXR	O	NN	cxr	P	I	0.0000	O
with	O	IN	with	P	I	0.2104	O
RLL	O	NN	rll	P	I	0.0000	O
mass	O	NN	mass	P	I	1.0028	Observation
--	O	:	--	P	E	0.0000	O
please	O	VB	pleas	P	O	1.4930	O
eval	O	NN	eval	P	B	1.1586	O
.	O	.	.	P	O	0.0000	O
Previous	O	JJ	previou	P	B	0.0000	O
CT	O	NN	ct	P	I	0.0000	Modality
from	O	IN	from	P	I	0.6633	O
2006	O	CD	2006	P	I	0.0000	O
shows	O	NNS	show	P	I	1.2661	O
cystic	O	JJ	cystic	P	I	1.8988	Observation_Modifier
lesion	O	NN	lesion	P	I	1.0755	Observation
RLL	O	NN	rll	P	I	0.0000	O
--	O	:	--	P	I	0.0000	O
current	O	JJ	current	P	I	1.5154	O
LARGE	O	NNP	larg	P	I	0.0000	Observation
CIRCUMSCRIBED	O	NNP	circumscrib	P	I	0.0000	Observation_Modifier
HOMOGENOUS	O	NNP	homogen	P	I	0.0000	O
SIMPLE	O	NNP	simpl	P	I	0.0000	Observation_Modifier
FLUID	O	NNP	fluid	P	I	0.0000	Observation_Modifier
ATTENUATION	O	NNP	attenu	P	I	0.0000	Observation_Modifier
LESION	O	NNP	lesion	P	I	0.0000	Observation
WHICH	O	WDT	which	P	I	0.0000	O
APPEARS	O	VBZ	appear	P	I	0.0000	O
TO	O	TO	to	P	I	0.0000	O
ARISE	O	VB	aris	P	I	0.0000	O
FROM	O	IN	from	P	I	0.0000	O
THE	O	DT	the	P	I	0.0000	O
DIAPHRAGMATIC	O	JJ	diaphragmat	P	I	0.0000	Observation_Modifier
PLEURAL	O	JJ	pleural	P	I	0.0000	Anatomy
SURFACE	O	NN	surfac	P	I	0.0000	O
OF	O	IN	of	P	I	0.0000	O
THE	O	DT	the	P	I	0.0000	O
RIGHT	O	NN	right	P	I	0.0000	Anatomy
mass	O	NN	mass	P	I	1.0028	Observation
is	O	VBZ	be	P	I	0.0534	O
enlarged	O	JJ	enlarg	P	I	1.1671	Observation
.	O	.	.	P	E	0.0000	O
LOWER	O	RBR	lower	P	B	0.0000	Anatomy
LOBE	O	NN	lobe	P	I	0.0000	Anatomy
.	O	.	.	P	E	0.0000	O
LESION	O	NN	lesion	P	B	0.0000	Observation
PRESENTLY	O	RB	present	P	O	0.0000	O
MEASURES	O	VBZ	measur	P	O	0.0000	O
53-MM	O	NN	53-mm	P	B	0.0000	Observation_Modifier
X	O	NN	x	P	I	0.0000	O
43-MM	O	NN	43-mm	P	I	0.0000	Observation_Modifier
-LRB-	O	-LRB-	-lrb-	P	I	0.0000	O
PREVIOUSLY	O	RB	previous	P	I	0.0000	O
35-MM	O	JJ	35-mm	P	I	0.0000	O
X	O	NN	x	P	I	0.0000	O
31-MM	O	NN	31-mm	P	I	0.0000	O
AT	O	IN	at	P	I	0.0000	O
TIME	O	NNP	time	P	I	0.0000	O
OF	O	IN	of	P	I	0.0000	O
THE	O	DT	the	P	I	0.0000	O
SEPTEMBER	O	NNP	septemb	P	I	0.0000	O
2006	O	CD	2006	P	I	0.0000	O
STUDY	O	NN	studi	P	I	0.0000	O
-RRB-	O	-RRB-	-rrb-	P	E	0.0000	O
.	O	.	.	P	O	0.0000	O
